"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","surface_habitable_logement","adresse_ban","type_energie_n1","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_dpe"
"2301N2180172G","2023-06-27","A","maison",117.6,"Rue de la Combe Cadet 01150 Chazey-sur-Ain","Électricité",1153,759,0,248,14.6,2651.9,1745.7,0,570.5,33.6,238,157,0,51,3,"existant"
"2301N2098745L","2023-06-21","B","appartement",39.6,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",1990.8,1669.4,0,22.1,2.9,1990.8,1669.4,0,50.7,6.6,156.7,131.4,0,76,16.3,"existant"
"2301N3151292A","2023-06-07","C","appartement",44.1,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1562.7,1513.9,0,26.1,1.6,1562.7,1513.9,0,60,3.7,173.8,168.4,0,89.9,5.6,"existant"
"2301N1859985J","2023-06-04","A","maison",116.3,"Route du Bois des Vaches 01290 Laiz","Électricité",906,755,0,209.2,46.5,2083.8,2448.5,0,481.1,106.9,195,163,0,45,10,"existant"
"2301N2098543R","2023-06-21","B","appartement",19,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",553.9,1254.5,0,10.6,1.4,553.9,1254.5,0,24.3,3.2,43.6,98.7,0,36.5,7.8,"existant"
"2301N1914277N","2023-06-08","C","appartement",32.2,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1290.7,1619.9,0,24.3,11.3,1290.7,1619.9,0,55.9,26.1,143.5,180.1,0,83.8,39.1,"existant"
"2301N2098522W","2023-06-21","B","appartement",19,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",553.4,1254.5,0,10.6,1.4,553.4,1254.5,0,24.3,3.2,43.5,98.7,0,36.5,7.8,"existant"
"2301N2098805T","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",425,1257.5,0,10.7,1.4,425,1257.5,0,24.5,3.2,33.5,99,0,36.8,7.9,"existant"
"2301N1945120U","2023-06-11","A","maison",136.4,"Rue de Pré Moitier 01550 Collonges","Électricité",2320,1168,0,267,16.7,5336,2686.4,0,614.2,38.4,425,214,0,49,3,"existant"
"2301N2098669N","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",425.5,1257.5,0,10.7,1.4,425.5,1257.5,0,24.5,3.2,33.5,99,0,36.8,7.9,"existant"
"2301N2098793H","2023-06-21","B","appartement",49.4,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",1792.3,1865,0,27.5,3.6,1792.3,1865,0,63.2,8.3,141.1,146.8,0,94.7,20.3,"existant"
"2301N2098732Y","2023-06-21","C","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",747.2,1257.5,0,10.7,1.4,747.2,1257.5,0,24.5,3.2,58.8,99,0,36.8,7.9,"existant"
"2301N1851703V","2023-06-04","A","maison",90.4,"Route de Montrevel 01190 Gorrevod","Électricité",859,765,0,188.6,41.9,1975.7,1759.5,0,433.9,96.4,187,166,0,41,9,"existant"
"2301N2098730W","2023-06-21","C","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",748.6,1257.5,0,10.7,1.4,748.6,1257.5,0,24.5,3.2,58.9,99,0,36.8,7.9,"existant"
"2301N2098625V","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",566.6,1257.5,0,10.7,1.4,566.6,1257.5,0,24.5,3.2,44.6,99,0,36.8,7.9,"existant"
"2301N2098751R","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",607.3,1257.5,0,10.7,1.4,607.3,1257.5,0,24.5,3.2,47.8,99,0,36.8,7.9,"existant"
"2301N1913997T","2023-06-07","C","appartement",72.3,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",3602.7,1813,0,44,2.6,3602.7,1813,0,101.1,5.9,400.7,201.6,0,151.6,8.9,"existant"
"2301N2098524Y","2023-06-21","B","appartement",30,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",916.9,1476,0,16.7,2.2,916.9,1476,0,38.4,5,72.2,116.2,0,57.6,12.3,"existant"
"2301N2098684C","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",605.2,1257.5,0,10.7,1.4,605.2,1257.5,0,24.5,3.2,47.6,99,0,36.8,7.9,"existant"
"2301N3151311T","2023-06-07","C","appartement",69.1,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2538.9,1801.5,0,40.9,2.6,2538.9,1801.5,0,94,5.9,282.4,200.4,0,140.8,8.8,"existant"
"2301N2098873J","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",607,1257.5,0,10.7,1.4,607,1257.5,0,24.5,3.2,47.8,99,0,36.8,7.9,"existant"
"2301N3151315X","2023-06-07","C","appartement",64.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2557,1756.7,0,38.1,2.4,2557,1756.7,0,87.7,5.5,284.4,195.4,0,131.4,8.2,"existant"
"2301N2222485R","2023-06-29","A","maison",81.4,"Chemin de Servinges 01990 Chaneins","Électricité",1290,593,0,176.8,20.8,2967,1363.9,0,406.6,47.8,270,124,0,37,4,"existant"
"2301N1934008K","2023-06-10","A","maison",143.6,"Chemin des Baisses 01440 Viriat","Électricité",1349,769,0,290.4,17.1,3102.7,1768.7,0,667.8,39.3,269,154,0,58,3,"existant"
"2301N2029873N","2023-06-18","A","maison",139,"Allée des Violettes 01320 Chalamont","Électricité",1871,607,0,269.8,33.7,4303.3,1968.5,0,620.4,77.6,363,118,0,52,7,"existant"
"2301N1914276M","2023-06-08","C","immeuble",1066.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",31098,41984,0,2152.5,1004.5,35147.5,44515.1,0,4950.8,2310.4,4016,5018,0,624,291,"existant"
"2301N2244191N","2023-06-27","A","maison",83.9,"Impasse Cadalle 01240 Saint-André-le-Bouchoux","Électricité",873,690,0,172.6,0,2007.9,1587,0,397,0,194,153,0,38,0,"existant"
"2301N3151338U","2023-06-07","C","appartement",69.6,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1833.8,1806.2,0,41.1,2.6,1833.8,1806.2,0,94.6,5.9,203.9,200.9,0,141.8,8.9,"existant"
"2301N1914278O","2023-06-08","C","appartement",31.9,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1076,1612.8,0,24.1,11.2,1076,1612.8,0,55.3,25.8,119.7,179.4,0,83,38.7,"existant"
"2301N2098689H","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",606.6,1257.5,0,10.7,1.4,606.6,1257.5,0,24.5,3.2,47.7,99,0,36.8,7.9,"existant"
"2301N2098528C","2023-06-21","B","appartement",18.8,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",550,1250.9,0,10.5,1.4,550,1250.9,0,24.1,3.2,43.3,98.4,0,36.1,7.7,"existant"
"2301N1826112O","2023-06-01","A","maison",145.7,"Avenue de Griffailles 01090 Montmerle-sur-Saône","Électricité",2170,589,0,302.8,33.6,4991,1354.7,0,696.3,77.4,412,112,0,57,6,"existant"
"2301N2098681Z","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",606.3,1257.5,0,10.7,1.4,606.3,1257.5,0,24.5,3.2,47.7,99,0,36.8,7.9,"existant"
"2301N3151304M","2023-06-07","C","appartement",83.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2486.4,1940.8,0,49.3,3.1,2486.4,1940.8,0,113.5,7.1,276.5,215.8,0,170.1,10.6,"existant"
"2301N1913996S","2023-06-07","C","appartement",62.9,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2685.6,1722.6,0,38.2,2.2,2685.6,1722.6,0,88,5.2,298.7,191.6,0,131.8,7.8,"existant"
"2301N1932539X","2023-06-10","B","maison",100.8,"272 Chemin du Mollard 01470 Montagnieu","Bois – Granulés (pellets) ou briquettes",4590,822,0,211.3,0,5765.2,1890.6,0,486,0,415,177,0,45,0,"existant"
"2301N3151319B","2023-06-07","C","appartement",44.2,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1275.7,1516.4,0,26.1,1.6,1275.7,1516.4,0,60.1,3.8,141.9,168.6,0,90.1,5.6,"existant"
"2301N3151363T","2023-06-07","C","appartement",85.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2716.1,1960.7,0,50.6,3.2,2716.1,1960.7,0,116.3,7.3,302.1,218.1,0,174.3,10.9,"existant"
"2301N1914282S","2023-06-08","C","appartement",30.8,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",826.9,1589.2,0,23.2,10.8,826.9,1589.2,0,53.4,24.9,92,176.7,0,80.1,37.4,"existant"
"2301N2037241X","2023-06-18","A","maison",112.5,"Rue des Commandieres 01160 Priay","Électricité",1088,583,0,220.2,25.9,2502.4,1890.7,0,506.3,59.6,234,126,0,47,6,"existant"
"2301N4345952M","2023-06-07","C","appartement",42.3,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1353.6,1477.3,0,22.9,1.4,1353.6,1477.3,0,52.7,3.3,150.5,164.3,0,78.9,4.9,"existant"
"2301N3655028M","2023-06-07","C","appartement",67,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2929.1,1780.8,0,39.6,2.5,2929.1,1780.8,0,91,5.7,325.7,198,0,136.5,8.5,"existant"
"2301N2098692K","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",606.3,1257.5,0,10.7,1.4,606.3,1257.5,0,24.5,3.2,47.7,99,0,36.8,7.9,"existant"
"2301N2140176Y","2023-06-25","B","maison",85.5,"Chemin de Chavagneux 01800 Villieu-Loyes-Mollon","Gaz naturel",2570,1526,0,179.5,33.7,2672.7,1540.3,0,412.9,77.4,300,171,0,52,10,"existant"
"2301N4345949J","2023-06-07","C","appartement",42.3,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1353.6,1477.3,0,22.9,1.4,1353.6,1477.3,0,52.7,3.3,150.5,164.3,0,78.9,4.9,"existant"
"2301N3151348E","2023-06-07","C","appartement",44.2,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1332.1,1516.4,0,26.1,1.6,1332.1,1516.4,0,60.1,3.8,148.1,168.6,0,90.1,5.6,"existant"
"2301N2039043F","2023-06-18","A","maison",89.9,"Ardosset 01350 Ceyzérieu","Électricité",1498,645,0,187.2,20.8,3445.4,1483.5,0,430.6,47.8,302,130,0,38,4,"existant"
"2301N4345971F","2023-06-07","C","appartement",41.3,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1369.1,1460.4,0,22.4,1.4,1369.1,1460.4,0,51.4,3.2,152.3,162.4,0,77.1,4.8,"existant"
"2301N2142650C","2023-06-25","A","maison",110.4,"allee du centre nautique 01000 Bourg-en-Bresse","Électricité",1396,470,0,234.9,52.2,3210.8,1081,0,540.3,120.1,290,97,0,49,11,"existant"
"2301N2154327F","2023-06-26","A","maison",79.8,"rue du clos d'estaing 01300 Belley","Électricité",1389,527,0,172.4,9.6,3194.7,1212.1,0,396.6,22,291,110,0,36,2,"existant"
"2301N2038513V","2023-06-18","A","maison",90.6,"Rue de Chatillon 01090 Montmerle-sur-Saône","Électricité",888,589,91,172.1,9.1,2042.4,1354.7,209.3,395.9,20.8,201,133,21,39,2,"existant"
"2301N1951568U","2023-06-11","A","maison",143.3,"Chemin de la Ravary 01250 Montagnat","Électricité",2369,619,0,282.9,0,5448.7,1423.7,0,650.6,0,444,116,0,53,0,"existant"
"2301N2098576Y","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",424.7,1257.5,0,10.7,1.4,424.7,1257.5,0,24.5,3.2,33.4,99,0,36.8,7.9,"existant"
"2301N1914301L","2023-06-08","C","appartement",32.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1218.6,1630.8,0,24.7,11.5,1218.6,1630.8,0,56.8,26.5,135.5,181.4,0,85.1,39.7,"existant"
"2301N4345938Y","2023-06-07","C","appartement",61.8,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2898.2,1724.4,0,33.5,2.1,2898.2,1724.4,0,76.9,4.8,322.3,191.8,0,115.3,7.2,"existant"
"2301N3151306O","2023-06-07","C","appartement",67.9,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2240.6,1790,0,40.1,2.5,2240.6,1790,0,92.3,5.8,249.2,199.1,0,138.4,8.7,"existant"
"2301N1914285V","2023-06-08","C","appartement",33.2,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1195.7,1642.2,0,25.1,11.7,1195.7,1642.2,0,57.7,26.9,133,182.6,0,86.5,40.4,"existant"
"2301N4345944E","2023-06-07","C","appartement",68.1,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2051.5,1785.2,0,36.9,2.3,2051.5,1785.2,0,84.8,5.3,228.1,198.5,0,127.1,7.9,"existant"
"2301N4345946G","2023-06-07","C","appartement",62.5,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1973.5,1731.8,0,33.9,2.1,1973.5,1731.8,0,77.9,4.9,219.5,192.6,0,116.8,7.3,"existant"
"2301N2172136E","2023-06-27","A","maison",99.8,"Chemin de la Fruitiere 01250 Montagnat","Électricité",1124,450,0,201.1,35.5,2585.2,1459.4,0,462.6,81.6,247,99,0,44,8,"existant"
"2301N1913988K","2023-06-07","C","appartement",99.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",3016.7,2075.8,0,60.6,3.6,3016.7,2075.8,0,139.5,8.2,335.5,230.9,0,209,12.3,"existant"
"2301N3655472O","2023-06-07","E","appartement",100.3,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",14933.7,7050.6,0,206.2,12.1,14933.7,7050.6,0,474.2,27.9,1660.8,784.1,0,710.7,41.8,"existant"
"2301N1914281R","2023-06-08","C","appartement",35.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1307.4,1695.8,0,27,12.6,1307.4,1695.8,0,62.1,29,145.4,188.6,0,93,43.4,"existant"
"2301N3151276K","2023-06-07","C","appartement",62.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2922.8,1737.9,0,37,2.3,2922.8,1737.9,0,85,5.3,325,193.3,0,127.5,8,"existant"
"2301N2098677V","2023-06-21","B","appartement",32.5,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",1016.7,1525.1,0,18.1,2.4,1016.7,1525.1,0,41.6,5.4,80,120,0,62.3,13.3,"existant"
"2301N2098643N","2023-06-21","B","appartement",39.6,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",1615.3,1669.4,0,22.1,2.9,1615.3,1669.4,0,50.7,6.6,127.1,131.4,0,76,16.3,"existant"
"2301N1913992O","2023-06-07","C","appartement",80.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",3377.6,1893.4,0,49.1,2.9,3377.6,1893.4,0,112.9,6.6,375.6,210.6,0,169.2,10,"existant"
"2301N4345973H","2023-06-07","C","appartement",83.4,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2681.8,1933.3,0,45.2,2.8,2681.8,1933.3,0,103.9,6.5,298.2,215,0,155.7,9.7,"existant"
"2301N2217475Z","2023-06-29","A","maison",104.5,"Chemin du Petit Etang 01320 Chalamont","Électricité",1338.1,805.4,0,223,99.1,3077.7,1852.3,0,512.9,228,269.1,161.9,0,44.8,19.9,"existant"
"2301N2098657B","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",425.5,1257.5,0,10.7,1.4,425.5,1257.5,0,24.5,3.2,33.5,99,0,36.8,7.9,"existant"
"2301N4345990Y","2023-06-07","C","appartement",83.4,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2681.8,1933.3,0,45.2,2.8,2681.8,1933.3,0,103.9,6.5,298.2,215,0,155.7,9.7,"existant"
"2301N2098754U","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",605.6,1257.5,0,10.7,1.4,605.6,1257.5,0,24.5,3.2,47.7,99,0,36.8,7.9,"existant"
"2301N2098596S","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",563.7,1257.5,0,10.7,1.4,563.7,1257.5,0,24.5,3.2,44.4,99,0,36.8,7.9,"existant"
"2301N1913991N","2023-06-07","C","appartement",62.9,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2636.7,1722.6,0,38.2,2.2,2636.7,1722.6,0,88,5.2,293.2,191.6,0,131.8,7.8,"existant"
"2301N1874155J","2023-06-05","A","maison",103.7,"637 Rue des Rairets 01710 Thoiry","Électricité",1432.2,686.6,0,41.8,10.4,3294.1,2226.6,0,96.1,24,289.5,138.8,0,206.8,51.7,"existant"
"2301N4345955P","2023-06-07","C","appartement",63.3,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2540.7,1739.2,0,34.3,2.1,2540.7,1739.2,0,78.8,4.9,282.5,193.4,0,118.2,7.4,"existant"
"2301N3151374E","2023-06-07","C","appartement",97.2,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",4734.1,2073.9,0,57.5,3.6,4734.1,2073.9,0,132.2,8.3,526.5,230.6,0,198.1,12.4,"existant"
"2301N3151356M","2023-06-07","C","appartement",32.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1031.1,1313.7,0,19.2,1.2,1031.1,1313.7,0,44.2,2.8,114.7,146.1,0,66.3,4.1,"existant"
"2301N4345942C","2023-06-07","C","appartement",63.3,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2557.2,1739.2,0,34.3,2.1,2557.2,1739.2,0,78.8,4.9,284.4,193.4,0,118.2,7.4,"existant"
"2301N2140291J","2023-06-25","B","maison",141.3,"Route de Chaveyriat 01400 Chanoz-Châtenay","Bois – Granulés (pellets) ou briquettes",5804,710,0,319.5,0,8641.9,1633,0,734.9,0,629,134,0,60,0,"existant"
"2301N2098572U","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",425,1257.5,0,10.7,1.4,425,1257.5,0,24.5,3.2,33.5,99,0,36.8,7.9,"existant"
"2301N1884808C","2023-06-06","A","maison",142.3,"Avenue du Jura 01630 Sergy","Électricité",2315,1175,0,280.6,17.5,5324.5,2702.5,0,645.5,40.3,424,215,0,51,3,"existant"
"2301N4345959T","2023-06-07","C","appartement",41.5,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1586.9,1463.7,0,22.5,1.4,1586.9,1463.7,0,51.7,3.2,176.5,162.8,0,77.5,4.8,"existant"
"2301N1985342U","2023-06-13","B","maison",117,"1689 Route de l'Effondras 01660 Mézériat","Électricité",4339,687,0,233.4,0,8105.1,1580.1,0,536.8,0,577,126,0,43,0,"existant"
"2301N2098672Q","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",425,1257.5,0,10.7,1.4,425,1257.5,0,24.5,3.2,33.5,99,0,36.8,7.9,"existant"
"2301N3151345B","2023-06-07","C","appartement",64.5,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",3031.3,1756.7,0,38.1,2.4,3031.3,1756.7,0,87.7,5.5,337.1,195.4,0,131.4,8.2,"existant"
"2301N1887158M","2023-06-06","A","maison",99.2,"476 Route de Lagnieu 01150 Blyes","Électricité",1457,746,0,209.9,0,3351.1,1715.8,0,482.7,0,292,149,0,42,0,"existant"
"2301N2027656G","2023-06-18","A","maison",171,"Rue des Epingliers 01450 Poncin","Électricité",2447,627,0,343.7,121.3,5628.1,1442.1,0,790.6,279,453,116,0,64,22,"existant"
"2301N2194714O","2023-06-28","C","maison",106.6,"Rue Marcel Bouchard 01800 Meximieux","Gaz naturel",3567,2026,0,211.3,62.2,3808.8,2878.7,0,486,142.9,419,220,0,61,18,"existant"
"2301N1896877H","2023-06-07","A","maison",122.1,"187 Chemin du Rollion 01800 Saint-Jean-de-Niost","Électricité",1604,549,0,231.2,57.8,3689.2,1262.7,0,531.8,132.9,321,110,0,46,12,"existant"
"2301N2098768I","2023-06-21","B","appartement",22.8,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",750.3,1330.1,0,12.7,1.7,750.3,1330.1,0,29.1,3.8,59,104.7,0,43.7,9.4,"existant"
"2301N2107335V","2023-06-22","A","maison",142.2,"Sentier de la Roche 01630 Péron","Électricité",2680,1197,0,268.1,17.9,6164,2753.1,0,616.5,41.1,483,216,0,48,3,"existant"
"2301N1914302M","2023-06-08","C","appartement",32.7,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1219.5,1631.4,0,24.7,11.5,1219.5,1631.4,0,56.9,26.5,135.6,181.4,0,85.2,39.8,"existant"
"2301N2098834W","2023-06-21","B","appartement",32.7,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",704.7,1529.9,0,18.2,2.4,704.7,1529.9,0,41.9,5.5,55.5,120.4,0,62.7,13.4,"existant"
"2301N2098589L","2023-06-21","B","appartement",47.1,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",1333,1820.1,0,26.2,3.4,1333,1820.1,0,60.3,7.9,104.9,143.2,0,90.4,19.4,"existant"
"2301N4345981P","2023-06-07","A","appartement",62.5,"6 Chemin des Potiers 01210 Ferney-Voltaire","Électricité",0,0,0,33.9,2.1,0,0,0,77.9,4.9,0,0,0,116.8,7.3,"existant"
"2301N1914303N","2023-06-08","C","appartement",36.8,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1534.8,1717.9,0,27.8,13,1534.8,1717.9,0,63.9,29.8,170.7,191.1,0,95.7,44.7,"existant"
"2301N2098865B","2023-06-21","C","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",748.2,1257.5,0,10.7,1.4,748.2,1257.5,0,24.5,3.2,58.9,99,0,36.8,7.9,"existant"
"2301N2098564M","2023-06-21","B","appartement",32.5,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",709.1,1525.1,0,18.1,2.4,709.1,1525.1,0,41.6,5.4,55.8,120,0,62.3,13.3,"existant"
"2301N1996288U","2023-06-14","A","maison",104.3,"Rue de l'Eglise 01120 Pizay","Électricité",1730,640,0,201.5,0,3979,1472,0,463.3,0,342,127,0,40,0,"existant"
"2301N4345978M","2023-06-07","B","appartement",82.2,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1812.7,1921.7,0,44.5,2.8,1812.7,1921.7,0,102.4,6.4,201.6,213.7,0,153.5,9.6,"existant"
"2301N2098786A","2023-06-21","B","appartement",19.8,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",633.1,1270.6,0,11,1.4,633.1,1270.6,0,25.4,3.3,49.8,100,0,38,8.1,"existant"
"2301N4345988W","2023-06-07","C","appartement",43.6,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1150.8,1500.3,0,23.6,1.5,1150.8,1500.3,0,54.3,3.4,128,166.9,0,81.4,5.1,"existant"
"2301N1913994Q","2023-06-07","C","appartement",84.3,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2546.8,1928.5,0,51.3,3,2546.8,1928.5,0,118,6.9,283.2,214.5,0,176.8,10.4,"existant"
"2301N2098841D","2023-06-21","B","appartement",49.8,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",2042.4,1873.4,0,27.7,3.6,2042.4,1873.4,0,63.7,8.3,160.7,147.4,0,95.5,20.5,"existant"
"2301N1966505H","2023-06-12","A","maison",124.3,"25 Montée de la Paroche 01700 Saint-Maurice-de-Beynost","Électricité",1828,469,0,249.9,46.9,4204.4,1521,0,574.8,107.8,361,93,0,49,9,"existant"
"2301N2098571T","2023-06-21","B","appartement",19.2,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",423.6,1257.5,0,10.7,1.4,423.6,1257.5,0,24.5,3.2,33.3,99,0,36.8,7.9,"existant"
"2301N2172242G","2023-06-27","A","maison",105.8,"Impasse de la Mare 01660 Mézériat","Électricité",1078,439,0,200.6,25.1,2479.4,1423.7,0,461.5,57.7,240,98,0,45,6,"existant"
"2301N4345975J","2023-06-07","C","appartement",52.1,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1615.7,1631.2,0,28.2,1.8,1615.7,1631.2,0,64.9,4.1,179.7,181.4,0,97.3,6.1,"existant"
"2301N1914557H","2023-06-08","B","maison",121.1,"Rue des Aulnes 01960 Servas","Électricité",4889.6,855.7,0,244.5,213.9,5306.7,1968.1,0,562.3,492,582.5,198.3,0,56.7,49.6,"existant"
"2301N1942957P","2023-06-11","A","maison",99.3,"route de Chatillon 01990 Saint-Trivier-sur-Moignans","Électricité",1490,520,0,196.4,46.2,3427,1686.4,0,451.6,106.3,304,106,0,40,9,"existant"
"2301N4346001J","2023-06-07","C","appartement",62.5,"6 Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",1652.8,1731.8,0,33.9,2.1,1652.8,1731.8,0,77.9,4.9,183.8,192.6,0,116.8,7.3,"existant"
"2301N2050513J","2023-06-19","A","maison",94.9,"Rue du Bugey 01360 Loyettes","Électricité",1542.4,494.1,0,204.9,108.5,3547.5,1136.3,0,471.2,249.4,314.8,100.8,0,41.8,22.1,"existant"
"2301N3151366W","2023-06-07","C","appartement",69.6,"Chemin des Potiers 01210 Ferney-Voltaire","Gaz naturel",2444.1,1806.2,0,41.1,2.6,2444.1,1806.2,0,94.6,5.9,271.8,200.9,0,141.8,8.9,"existant"
"2301N2387349P","2023-06-21","B","maison",90,"Chemin des Echelles 01640 Jujurieux","Bois – Granulés (pellets) ou briquettes",4764,496,0,194,0,5128,1140.8,0,446.3,0,349,141,0,55,0,"existant"
"2301N2046100Q","2023-06-19","A","maison",81.4,"105 Rue de la Croix Bois 01360 Loyettes","Électricité",1333.5,483,0,168,147,3067.1,1110.9,0,386.4,338.1,280.8,101.7,0,35.4,31,"existant"
"2301N2098551Z","2023-06-21","B","appartement",19,"avenue d'alsace lorraine 01000 Bourg-en-Bresse","Réseau de Chauffage urbain",508.8,1254.5,0,10.6,1.4,508.8,1254.5,0,24.3,3.2,40,98.7,0,36.5,7.8,"existant"
